aux_harm_count,aux_worst_directional_derivative,cos_charge_target__trigram_naturalness,cos_protenix_contact__charge_target,cos_protenix_contact__solubility_limit,cos_protenix_contact__trigram_naturalness,cos_solubility_limit__charge_target,cos_solubility_limit__trigram_naturalness,dir_charge_target,dir_protenix_contact,dir_solubility_limit,dir_trigram_naturalness,hardening_fraction,hardening_mean_margin,hardening_mean_max_prob,hardening_new_positions,hardening_total_positions,loss_charge_target,loss_protenix_contact,loss_solubility_limit,loss_trigram_naturalness,mean_oracle_descent,method,method_aux_slack,method_cone_denominator,method_hardening_max_fraction,method_hardening_sample_count,method_hardening_threshold,method_id,method_max_aux_harms,method_min_primary_descent_ratio,method_terminal_anneal_final_temperature,oracle_harm_rate,primary_directional_derivative,primary_oracle,projected_step_norm,qp_best_primary_derivative,qp_min_allowed_primary_derivative,qp_selected_aux_violation,qp_selected_contact_distance,qp_selected_contact_violation,qp_selected_feasible,qp_selected_primary_ratio,seed,sequence_entropy,sequence_entropy_after,sequence_entropy_delta,step,step_norm,terminal_anneal_temperature,worst_oracle_directional_derivative
0,-0.0005902629345655441,-0.048391032027998715,0.030835661765182217,-0.0006367601597680717,-0.08021999465392593,0.0,0.1884183516812092,-0.0005902629345655441,-4.125089645385742,-0.045268744230270386,-0.01872773841023445,0.0,0.05483759939670563,0.19006136059761047,0.0,0.0,0.0009901541052386165,3.6316142082214355,0.11291849613189697,3.3392081260681152,-1.0474190977402031,naive_weighted,0.02,8,0.0,0,0.0,M3,1,0.0,1.0,0.0,-4.125089645385742,protenix_contact,0.9163022041320801,,,,,,,,0,2.7846856117248535,2.424706220626831,-0.35997939109802246,0,0.9163022041320801,1.0,-0.0005902629345655441
2,0.0010835148859769106,-0.05229068163342603,0.03314689153747707,-0.04937854138286979,0.04960072182982836,0.0,0.16701655000802304,4.380656173452735e-05,-1.4230951070785522,0.0010835148859769106,-0.060064662247896194,0.0,0.04906390607357025,0.19566470384597778,0.0,0.0,0.0004878599429503083,3.0646750926971436,0.07012070715427399,3.321040153503418,-0.37050811196968425,naive_weighted,0.02,8,0.0,0,0.0,M3,1,0.0,1.0,0.5,-1.4230951070785522,protenix_contact,0.5674302577972412,,,,,,,,0,2.424706220626831,2.376213550567627,-0.0484926700592041,1,0.5674302577972412,1.0,0.0010835148859769106
0,-0.00015815836377441883,-0.05443670552455429,0.040624979070596645,0.07103041874630191,0.0020174557369859584,0.0,0.1813910306684213,-0.00015815836377441883,-1.0302412509918213,-0.03162693232297897,-0.040027111768722534,0.0,0.0461028590798378,0.2028498649597168,0.0,0.0,0.0005326500395312905,2.759338140487671,0.0712074339389801,3.2583465576171875,-0.2755133633618243,naive_weighted,0.02,8,0.0,0,0.0,M3,1,0.0,1.0,0.0,-1.0302412509918213,protenix_contact,0.5096602439880371,,,,,,,,0,2.376213550567627,2.347876787185669,-0.028336763381958008,2,0.5096602439880371,1.0,-0.00015815836377441883
1,0.0449657216668129,-0.048391032027998715,0.030835661765182217,-0.0006367601597680717,-0.08021999465392593,0.0,0.1884183516812092,-0.0005477468948811293,-4.1603264808654785,-0.007507478818297386,0.0449657216668129,0.0,0.05395859479904175,0.19034962356090546,0.0,0.0,0.0009901541052386165,3.6316142082214355,0.11291849613189697,3.3392081260681152,-1.030853996227961,contact_preserving_soft_cone,0.08,10,0.0,0,0.0,M7c,1,0.6,1.0,0.25,-4.1603264808654785,protenix_contact,0.9123308062553406,,,,,,,,0,2.7846856117248535,2.428027629852295,-0.3566579818725586,0,0.9123308062553406,1.0,0.0449657216668129
0,-0.000825060298666358,-0.04351476572730499,0.031158627879594825,0.16301868610387404,0.10529757261350493,0.0,0.16530894329279186,-0.000825060298666358,-3.320056915283203,-0.056082479655742645,-0.10295690596103668,0.0,0.05701637268066406,0.21456101536750793,0.0,0.0,0.0005181597080081701,3.112424373626709,0.10546204447746277,3.383092164993286,-0.8699803402996622,contact_preserving_soft_cone,0.08,10,0.0,0,0.0,M7c,1,0.6,1.0,0.0,-3.320056915283203,protenix_contact,0.8607620000839233,,,,,,,,0,2.428027629852295,2.250192403793335,-0.17783522605895996,1,0.8607620000839233,1.0,-0.000825060298666358
0,-3.6697871109936386e-05,-0.06210268211258422,0.061621533629357225,-0.019020783157030426,0.06484997341159962,0.0,0.18049356519143725,-3.6697871109936386e-05,-0.7486556172370911,-0.009888062253594398,-0.05937422066926956,0.0,0.05943553149700165,0.2189745157957077,0.0,0.0,2.153307468688581e-05,2.814326047897339,0.05428842827677727,3.2637927532196045,-0.20448864950776624,contact_preserving_soft_cone,0.08,10,0.0,0,0.0,M7c,1,0.6,1.0,0.0,-0.7486556172370911,protenix_contact,0.4364820420742035,,,,,,,,0,2.250192403793335,2.2636501789093018,0.013457775115966797,2,0.4364820420742035,1.0,-3.6697871109936386e-05
1,0.0449657216668129,-0.048391032027998715,0.030835661765182217,-0.0006367601597680717,-0.08021999465392593,0.0,0.1884183516812092,-0.0005477468948811293,-4.1603264808654785,-0.007507478818297386,0.0449657216668129,0.0,0.05395859479904175,0.19034962356090546,0.0,0.0,0.0009901541052386165,3.6316142082214355,0.11291849613189697,3.3392081260681152,-1.030853996227961,contact_qp_grid,0.08,10,0.0,0,0.0,M8a,0,0.6,1.0,0.25,-4.1603264808654785,protenix_contact,0.9123308062553406,-4.1603264808654785,-2.496195888519287,0.0,0.7021641731262207,0.0,True,0.9999999999997596,0,2.7846856117248535,2.428027629852295,-0.3566579818725586,0,0.9123308062553406,1.0,0.0449657216668129
0,-0.0007903414661996067,-0.04351476572730499,0.031158627879594825,0.16301868610387404,0.10529757261350493,0.0,0.16530894329279186,-0.0007903414661996067,-3.3021769523620605,-0.028088074177503586,-0.056849826127290726,0.0,0.05781077593564987,0.21547701954841614,0.0,0.0,0.0005181597080081701,3.112424373626709,0.10546204447746277,3.383092164993286,-0.8469762985332636,contact_qp_grid,0.08,10,0.0,0,0.0,M8a,0,0.6,1.0,0.0,-3.3021769523620605,protenix_contact,0.8446996808052063,-3.320056915283203,-1.9920341491699218,0.0,0.6442998647689819,0.0,True,0.9946145613227801,0,2.428027629852295,2.246532678604126,-0.18149495124816895,1,0.8446996808052063,1.0,-0.0007903414661996067
1,0.006774427834898233,-0.05724152947286934,0.07282045452980904,0.0013883936355608966,0.0342289468792365,0.0,0.17930711388465007,-5.712363781640306e-05,-0.6647893190383911,0.006774427834898233,-0.0011089649051427841,0.0,0.060595493763685226,0.21885570883750916,0.0,0.0,2.9192378860898316e-05,2.813314914703369,0.0783810243010521,3.315514326095581,-0.16479524493661302,contact_qp_grid,0.08,10,0.0,0,0.0,M8a,0,0.6,1.0,0.25,-0.6647893190383911,protenix_contact,0.4016962945461273,-0.6647893190383911,-0.39887359142303463,0.0,0.18470728397369385,0.0,True,0.9999999999984958,0,2.246532678604126,2.293729782104492,0.04719710350036621,2,0.4016962945461273,1.0,0.006774427834898233
2,0.049805279821157455,-0.0305813187521901,-0.012822380018274387,0.04647367437116409,-0.01762628028980993,0.0,0.21768900318540824,0.0028562983497977257,-14.382970809936523,-0.0649757906794548,0.049805279821157455,0.0,0.09023313969373703,0.2700956463813782,0.0,0.0,0.006739187519997358,3.7364211082458496,0.11875367164611816,3.3163046836853027,-3.5988212556112558,naive_weighted,0.02,8,0.0,0,0.0,M3,1,0.0,1.0,0.5,-14.382970809936523,protenix_contact,1.521606683731079,,,,,,,,1,2.693592071533203,2.002452850341797,-0.6911392211914062,0,1.521606683731079,1.0,0.049805279821157455
1,0.014936474151909351,-0.013527901930766369,0.07204782229672707,0.01566529221908436,0.01483932314921001,0.0,0.18438458723035472,-0.00507535832002759,-10.672920227050781,0.014936474151909351,-0.031462412327528,0.0,0.09031514823436737,0.2788710296154022,0.0,0.0,0.009898136369884014,2.4741220474243164,0.05891577526926994,3.329710006713867,-2.673630380886607,naive_weighted,0.02,8,0.0,0,0.0,M3,1,0.0,1.0,0.25,-10.672920227050781,protenix_contact,1.4254735708236694,,,,,,,,1,2.002452850341797,1.9367671012878418,-0.06568574905395508,1,1.4254735708236694,1.0,0.014936474151909351
1,0.0003063614421989769,-0.04282019567564418,-0.02202764132020095,-0.02834345457847405,-0.0013501298170043169,0.0,0.20408861697626324,0.0003063614421989769,-0.44959062337875366,-0.02192295715212822,-0.08020742237567902,0.0,0.0846896693110466,0.2731640040874481,0.0,0.0,0.005473385099321604,2.156487226486206,0.0746418684720993,3.301396608352661,-0.13785366036609048,naive_weighted,0.02,8,0.0,0,0.0,M3,1,0.0,1.0,0.25,-0.44959062337875366,protenix_contact,0.3629416525363922,,,,,,,,1,1.9367671012878418,2.036874532699585,0.10010743141174316,2,0.3629416525363922,1.0,0.0003063614421989769
0,-0.015801584348082542,-0.0305813187521901,-0.012822380018274387,0.04647367437116409,-0.01762628028980993,0.0,0.21768900318540824,-0.015801584348082542,-2.7403080463409424,-0.12182947248220444,-0.14851263165473938,0.0,0.08043499290943146,0.20051121711730957,0.0,0.0,0.006739187519997358,3.7364211082458496,0.11875367164611816,3.3163046836853027,-0.7566129337064922,contact_preserving_soft_cone,0.08,10,0.0,0,0.0,M7c,1,0.6,1.0,0.0,-2.7403080463409424,protenix_contact,0.4853062927722931,,,,,,,,1,2.693592071533203,2.5593292713165283,-0.1342628002166748,0,0.4853062927722931,1.0,-0.015801584348082542
1,0.026288285851478577,0.08750608384278247,0.053205417299856735,-0.097917301514615,0.005134080574870751,0.0,0.19050620199181512,-0.0016583780525252223,-3.736907958984375,0.026288285851478577,-0.017539802938699722,0.0,0.08208724856376648,0.23141752183437347,0.0,0.0,0.00020022073294967413,3.2773308753967285,0.022870294749736786,3.1626219749450684,-0.9324544635310303,contact_preserving_soft_cone,0.08,10,0.0,0,0.0,M7c,1,0.6,1.0,0.25,-3.736907958984375,protenix_contact,0.8658678531646729,,,,,,,,1,2.5593292713165283,2.270023822784424,-0.2893054485321045,1,0.8658678531646729,1.0,0.026288285851478577
1,0.001848774729296565,-0.04800597211139178,-0.007841693309575817,-0.054973265643367415,-0.02622305262793498,0.0,0.20471028398818847,0.001848774729296565,-1.3309472799301147,-0.010833817534148693,-0.04176908731460571,0.0,0.07663722336292267,0.23055744171142578,0.0,0.0,0.0019758243579417467,2.462085485458374,0.0603543296456337,3.1438419818878174,-0.34542535251239315,contact_preserving_soft_cone,0.08,10,0.0,0,0.0,M7c,1,0.6,1.0,0.25,-1.3309472799301147,protenix_contact,0.5633012652397156,,,,,,,,1,2.270023822784424,2.2709836959838867,0.0009598731994628906,2,0.5633012652397156,1.0,0.001848774729296565
2,0.049805279821157455,-0.0305813187521901,-0.012822380018274387,0.04647367437116409,-0.01762628028980993,0.0,0.21768900318540824,0.0028562983497977257,-14.382970809936523,-0.0649757906794548,0.049805279821157455,0.0,0.09023313969373703,0.2700956463813782,0.0,0.0,0.006739187519997358,3.7364211082458496,0.11875367164611816,3.3163046836853027,-3.5988212556112558,contact_qp_grid,0.08,10,0.0,0,0.0,M8a,0,0.6,1.0,0.5,-14.382970809936523,protenix_contact,1.521606683731079,-14.461493492126465,-8.676896095275879,0.0,1.3437200784683228,0.0,True,0.9945702231769017,1,2.693592071533203,2.002452850341797,-0.6911392211914062,0,1.521606683731079,1.0,0.049805279821157455
1,0.014936474151909351,-0.013527901930766369,0.07204782229672707,0.01566529221908436,0.01483932314921001,0.0,0.18438458723035472,-0.00507535832002759,-10.672920227050781,0.014936474151909351,-0.031462412327528,0.0,0.09031514823436737,0.2788710296154022,0.0,0.0,0.009898136369884014,2.4741220474243164,0.05891577526926994,3.329710006713867,-2.673630380886607,contact_qp_grid,0.08,10,0.0,0,0.0,M8a,0,0.6,1.0,0.25,-10.672920227050781,protenix_contact,1.4254735708236694,-10.746578216552734,-6.44794692993164,0.0,1.2581123113632202,0.0,True,0.9931459123063476,1,2.002452850341797,1.9367671012878418,-0.06568574905395508,1,1.4254735708236694,1.0,0.014936474151909351
2,0.006071184761822224,-0.04282019567564418,-0.02202764132020095,-0.02834345457847405,-0.0013501298170043169,0.0,0.20408861697626324,0.00047514261677861214,-0.4560545086860657,0.006071184761822224,-0.009154644794762135,0.0,0.08605481684207916,0.2728842794895172,0.0,0.0,0.005473385099321604,2.156487226486206,0.0746418684720993,3.301396608352661,-0.11466570652555674,contact_qp_grid,0.08,10,0.0,0,0.0,M8a,0,0.6,1.0,0.5,-0.4560545086860657,protenix_contact,0.33293312788009644,-0.4560545086860657,-0.2736327052116394,0.0,0.1516982614994049,0.0,True,0.9999999999978073,1,1.9367671012878418,2.0387494564056396,0.10198235511779785,2,0.33293312788009644,1.0,0.006071184761822224
